OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SHAPE,SIGNAL_MAINT_DIST,SIGNAL_TYPE
1366620,20000,1287096.02258999994956,185195.40747000000556,38399,13,316518,SE,56TH AVE S AND LUTHER AVE S,0,"(47.49870803200008, -122.26273037399994)", ,NONE
1366621,8169,1263999.589679999975488,243368.820910000009462,26651,13,21164,LKUN,3RD AVE NW AND NW 41ST N ST,3,"(47.65694412200003, -122.36081648699997)", ,NONE
1366622,14447,1282394.907450000056997,212177.911179999995511,32649,13,59526,SE,BELLA VISTA AVE S AND S HINDS ST,0,"(47.572426258000064, -122.28380197999996)", ,NONE
1366623,12483,1273817.958450000034645,222721.647510000009788,30417,13,44127,E,10TH AVE S AND S WASHINGTON ST,0,"(47.60087796700003, -122.31936635299996)", ,NONE
1366624,5360,1276725.531960000051185,253305.635769999993499,24741,13,6536,NE,17TH AVE NE AND NE 77TH W ST,0,"(47.684861467000076, -122.30996170599997)", ,NONE
1366625,6711,1270147.038510000100359,248390.575790000002598,25485,13,13119,LKUN-NW,KENWOOD PL N AND MCKINLEY PL N,0,"(47.671040324000046, -122.33627474399998)", ,NONE
1366626,11397,1268196.878640000009909,229126.011040000012144,166562,13,39258,DWNTN,7TH AVE AND BATTERY ST,2,"(47.61813225600008, -122.34265507799995)", ,NONE
1366627,10314,1263770.308650000020862,234391.032230000011623,28551,13,34108,MGNL-QA,3RD AVE W AND W GALER W ST,3,"(47.632324003000065, -122.36102353799998)", ,NONE
1366628,17553,1260854.479659999953583,197808.552319999987958,34071,13,69744,DLRD,29TH AVE SW AND SW KENYON ST,0,"(47.53189421500008, -122.36988487599996)", ,NONE
1366629,13574,1277419.797299999976531,216111.999630000005709,31578,13,52571,GRDWM,22ND AVE S AND S COLLEGE ST,3,"(47.582950717000074, -122.30425758299998)", ,NONE
1366630,6056,1266156.646699999924749,250609.361589999985881,24360,13,4749,NW,DAYTON AVE N AND N 66TH ST,0,"(47.676907121000056, -122.35264552199999)", ,NONE
1366631,14493,1251882.663450000109151,212119.958929999993416,31723,13,53151,SW,58TH AVE SW AND DEAD END 2,0,"(47.57062375000004, -122.40737959899997)", ,NONE
1366632,17966,1265901.025579999899492,195736.814459999994142,35015,13,77526,DLRD,11TH AVE SW AND SW CLOVERDALE ST,0,"(47.52649004800003, -122.34929547399997)", ,NONE
1366633,15038,1253777.14742000005208,209967.942030000005616,31762,13,53334,SW,52ND PL SW AND SW GENESEE ST,3,"(47.56483120000007, -122.39952929699996)", ,NONE
1366634,4828,1259776.512039999943227,255733.015990000014426,36986,13,230358,BLRD,17TH AVE NW AND NW 85TH ST,2,"(47.69060246500004, -122.37895652499998)", ,NONE
1366635,7387,1282483.509049999993294,245911.86219000001438,287167,13,16858,NE,BURKE GILMAN TRL AND NE 50TH ST,0,"(47.664895639000065, -122.28602264399996)", ,NONE
1366636,46401,1282799.440699999919161,246786.165680000005523,287169,13,16860,NE,40TH AVE NE AND BURKE GILMAN TRL,0,"(47.66730844400007, -122.28480764299997)", ,NONE
1366637,5996,1273953.996849999995902,250954.598070000007283,491949,13,5463,NW,I5 SB AND NE LAKE CITY WY ON RP,5,"(47.67827100300008, -122.32102716199995)", ,NONE
1366638,19650,1283351.507260000100359,186933.735799999994924,490894,13,305453, ,I5 SB AND I5 SB EXIT 157 OFF RP,5,"(47.50328113200004, -122.27800768199995)", ,NONE
1366639,9565,1260629.628969999961555,237503.193770000012591,340117,13,28656,MGNL-QA,W WHEELER ST AND DEAD END 2,0,"(47.64068262300003, -122.37401153099995)", ,NONE
1366640,17868,1271690.91742999991402,196221.416059999988647,490135,13,78673,GRDWM,CLOVERDALE ST ON RP AND WEST MARGINAL NB WAY S,4,"(47.52812857300006, -122.32590314799995)", ,NONE
1366641,47069,1271136.643630000064149,218917.567119999992428,527180,13,44865,GRDWM,EDGAR MARTINEZ DR S AND S ATLANTIC ST OFF RP,5,"(47.59030863500004, -122.32993267399996)", ,NONE
1366642,13740,1252772.912160000065342,215156.954510000010487,30943,13,47347,SW,56TH AVE SW AND SW LANDER PL,0,"(47.57899777200004, -122.40402506899994)", ,NONE
1366643,10767,1273264.288050000090152,232205.872029999998631,28979,13,36139,E,HARVARD AVE E AND E ALOHA ST,0,"(47.62684467300005, -122.32235390699998)", ,NONE
1366644,14812,1272772.069940000073984,211093.846159999986412,32258,13,57131,GRDWM,AIRPORT WAY S AND S BRADFORD ST,1,"(47.56895098600006, -122.32269279399998)", ,NONE
1366645,15505,1281772.164159999927506,207460.576650000002701,33562,13,66504,SE,RAINIER AVE S AND S ANGELINE ST,1,"(47.55946382600007, -122.28596362199994)", ,NONE
1366646,4854,1275950.517299999948591,255653.543100000009872,37546,13,233337,N,NE 86TH ST AND DEAD END 1,0,"(47.69125621400008, -122.31329088399997)", ,NONE
1366647,14717,1282613.04786999989301,211536.963719999999739,32662,13,59541,SE,CASCADIA AVE S AND S COURT ST,0,"(47.57068068600006, -122.28286952299999)", ,NONE
1366648,5634,1273522.662449999945238,252334.723250000010012,24439,13,5317,NW,5TH AVE NE AND NE 74TH ST,2,"(47.68203101300003, -122.32288620499997)", ,NONE
1366649,6521,1266067.59300999995321,248987.492020000005141,25607,13,13532,NW,DAYTON AVE N AND N 60TH ST,0,"(47.67245683800007, -122.35287695499994)", ,NONE
1366650,12876,1279921.952060000039637,219844.548760000005132,30663,13,45338,CNTRL,YAKIMA AVE S AND S NORMAN ST,0,"(47.59331227500007, -122.29440799899999)", ,NONE
1366651,10479,1268374.516270000021905,233666.196129999996629,28717,13,35109,MGNL-QA,COMSTOCK ST AND DEXTER AVE N,2,"(47.630586279000056, -122.34229589399996)", ,NONE
1366652,18687,1286625.297729999991134,191812.81573999999091,35476,13,81744,SE,54TH AVE S AND S ROXBURY E ST,3,"(47.51682247700006, -122.26513233599997)", ,NONE
1366653,5723,1281247.109440000029281,251895.137209999986226,24664,13,6316,NE,34TH AVE NE AND NE 73RD ST,0,"(47.68123165900005, -122.29149949899994)", ,NONE
1366654,7051,1272097.783090000040829,247208.614070000010543,25855,13,14709,LKUN-NW,1ST AVE NE AND NE 54TH ST,0,"(47.66790476700004, -122.32826539399997)", ,NONE
1366655,9129,1256347.173919999971986,239234.735270000004675,27677,13,27654,MGNL-QA,27 LOWER AVE W AND DEAD END,0,"(47.64519229800004, -122.39152160799995)", ,NONE
1366656,5646,1283177.295420000096783,252238.84075999999186,24924,13,7706,NE,42ND AVE NE AND NE 74TH ST,0,"(47.68227373800005, -122.28369143399999)", ,NONE
1366657,6162,1267375.706930000102147,250275.202480000007199,24370,13,4759,NW,WOODLAND PL N AND N 65TH ST,2,"(47.67605707400003, -122.34767132499996)", ,NONE
1366658,14418,1261089.453609999967739,212220.573330000013812,32125,13,55662,SW,SPOKANE TURN RD AND SW SPOKANE SR ST,2,"(47.571409637000045, -122.37009881399996)", ,CITY
1366659,12249,1277703.100469999946654,224124.36777000001166,30201,13,41743,CNTRL,22ND AVE AND E TERRACE S ST,0,"(47.60492737900006, -122.30373014499997)", ,NONE
1366660,12662,1271744.648760000010952,221535.496600000013132,30523,13,44558,DWNTN,5TH AVE S AND S WELLER ST,2,"(47.59751669800005, -122.32767519699996)", ,CITY
1366661,9584,1266379.049259999999776,237429.466019999992568,28093,13,29564,MGNL-QA,NOB HILL AVE N AND WHEELER ST,0,"(47.64079368600005, -122.35068810999996)", ,NONE
1366662,11525,1272403.749430000083521,228390.714780000009341,29857,13,40512,E,SUMMIT AVE AND E OLIVE ST,0,"(47.616341731000034, -122.32554304499996)", ,NONE
1366663,15921,1263315.130670000100508,205720.716420000011567,32974,13,62455,DLRD,SW BRANDON ST AND DEAD END 3,0,"(47.55371532400005, -122.36056180599996)", ,NONE
1366664,12246,1268978.351659999927506,224132.680090000008931,29632,13,39419,DWNTN,ALASKAN WAY AND SPRING ST,1,"(47.60448768400005, -122.33909095699994)", ,HALFPED
1366665,13854,1255722.336799999931827,214555.018379999994067,31173,13,48734,SW,47TH AVE SW AND SW STEVENS ST,0,"(47.57751230100007, -122.39202819799999)", ,NONE
1366666,6723,1270180.877619999926537,248345.163949999987381,25497,13,13255,LKUN-NW,KENWOOD PL N AND N 57TH ST,0,"(47.67091766300007, -122.33613382499999)", ,NONE
1366667,17859,1283088.415040000109002,196319.733630000002449,35228,13,80123,SE,42ND PL S AND DEAD END,0,"(47.52899468000004, -122.27978558499996)", ,NONE
1366668,14955,1257916.214309999952093,210489.420940000010887,31891,13,54318,SW,40TH AVE SW AND SW DAKOTA ST,0,"(47.56649022400006, -122.382809883)", ,NONE
1366669,18864,1288907.251780000049621,191029.511540000006789,38187,13,306111,SE,62ND AVE S AND WATERS WR AVE S,3,"(47.514791434000074, -122.25584075399996)", ,NONE
1366670,9533,1252046.786589999916032,237593.843109999987064,27487,13,26167,MGNL-QA,ELLINOR DR W AND W PARKMONT PL,0,"(47.640454728000066, -122.40882736699996)", ,NONE
1366671,10382,1283084.240699999965727,234126.22607999999309,28535,13,32743,E,39TH AVE E AND E MADISON ST,2,"(47.632622267000045, -122.28268438199996)", ,NONE
1366672,18194,1263206.036009999923408,194466.216060000006109,34871,13,76314,DLRD,DELRIDGE WAY SW AND SW HENDERSON ST,1,"(47.522861343000045, -122.36009936199997)", ,CITY
1366673,18305,1260083.536420000018552,193868.314229999989038,34948,13,76715,DLRD,31ST AVE SW AND SW BARTON ST,2,"(47.52105200600005, -122.37268597099995)", ,NONE
1366674,2423,1274054.367540000006557,271299.519180000002962,35861,13,220112,N-NW,NE 145TH ST AND 6TH AVE NE,1,"(47.73404108900007, -122.32221751799995)", ,NONE
1366675,5863,1275590.346549999900162,251349.416120000008959,24472,13,5352,NE,BROOKLYN AVE NE AND NE 70TH ST,0,"(47.67943971300008, -122.314416715)", ,NONE
1366676,19798,1287196.200260000070557,186156.164720000000671,38385,13,316501,SE,56TH AVE S AND S AVON ST,0,"(47.50134658600007, -122.26239735699994)", ,NONE
1366677,5565,1274559.834419999970123,252520.836279999988619,24433,13,5309,NE,9TH AVE NE AND NE 75TH ST ON RP,1,"(47.68259609800003, -122.31869101999996)", ,NONE
1366678,16354,1254533.828130000038072,203769.030789999989793,32915,13,61732,SW,50TH AVE SW AND DEAD END 3,0,"(47.54788261500005, -122.39595518099998)", ,NONE
1366679,14125,1275855.987260000081733,213272.994700000010198,31663,13,52777,GRDWM,LAFAYETTE AVE S AND S HANFORD ST,0,"(47.575086929000065, -122.31037207799994)", ,NONE
1366680,8352,1267649.293099999893457,242730.411439999996219,26981,13,22567,LKUN,WHITMAN AVE N AND N 40TH ST,3,"(47.65539189200007, -122.34595907799996)", ,NONE
1366681,14360,1260267.02058000001125,212442.36455999998725,32107,13,55610,SW,FAUNTLEROY WAY SW AND SW SPOKANE ST,0,"(47.57197248300008, -122.37344782199995)", ,NONE
1366682,15378,1253110.568220000015572,208075.570059999998193,32745,13,60105,SW,55TH AVE SW AND SW EDMUNDS ST,0,"(47.55960713600007, -122.40207248299998)", ,NONE
1366683,9909,1263820.641580000054091,236157.768869999999879,27831,13,28318,MGNL-QA,3RD AVE W AND W CROCKETT S ST,0,"(47.637169275000076, -122.36096166799996)", ,NONE
1366684,16085,1277404.701750000007451,205036.14144999999553,33363,13,65713,GRDWM,S VERN CT AND DEAD END,0,"(47.55259110000003, -122.30346146099998)", ,NONE
1366685,13995,1256015.36847999994643,213876.076429999986431,31932,13,54503,SW,46TH AVE SW AND SW HANFORD ST,0,"(47.57566763300008, -122.39078555799995)", ,NONE
1366686,4416,1261008.156710000010207,257538.307770000013988,37244,13,231720,BLRD,14TH AVE NW AND HOLMAN RD NW,1,"(47.69561834900003, -122.37410340799994)", ,NONE
1366687,10543,1264835.469100000103936,233366.090909999998985,28586,13,34144,MGNL-QA,HIGHLAND DR AND QUEEN ANNE AVE N,2,"(47.62957257100004, -122.35662206399996)", ,NONE
1366688,17961,1258478.233639999991283,195755.68395999999484,34699,13,75145,SW,37TH AVE SW AND SW CLOVERDALE ST,0,"(47.52613696000003, -122.37933493599996)", ,NONE
1366689,14120,1275353.319989999989048,213282.850449999998091,31659,13,52773,GRDWM,16TH AVE S AND S HANFORD W ST,0,"(47.57508747800006, -122.31240892999995)", ,NONE
1366690,18115,1274375.338290000101551,194934.011520000000019,35118,13,78303,GRDWM,14TH AVE S AND S TRENTON ST,1,"(47.524742024000034, -122.31493922199996)", ,CITY
1366691,17576,1265619.51211000001058,197717.644410000008065,34164,13,70740,DLRD,12TH AVE SW AND SW KENYON ST,0,"(47.531904214000065, -122.35059274799994)", ,NONE
1366692,4687,1286063.128899999894202,256349.233340000006137,37826,13,235324,NE,NE 90TH PL AND DEAD END,0,"(47.69368883000004, -122.27228995999997)", ,NONE
1366693,5961,1258368.562470000004396,251055.598009999986971,23935,13,2341,BLRD,22ND AVE NW AND NW 67TH ST,0,"(47.67770434700003, -122.38428935599995)", ,NONE
1366694,12258,1271259.150900000007823,224060.904089999996359,29964,13,40764,DWNTN,5TH AVE AND CHERRY ST,1,"(47.604412909000075, -122.32984160499996)", ,STATE
1366695,13722,1254631.711519999895245,215213.449619999999413,31170,13,48731,SW,GARLOUGH AVE SW AND SW ADMIRAL W WAY,2,"(47.57925637200003, -122.39650013499994)", ,NONE
1366696,11909,1267239.606320000020787,226175.679899999988265,29724,13,39704,DWNTN,ALASKAN WAY AND LENORA ST,1,"(47.609993985000074, -122.34630057299995)", ,HALFPED
1366697,15318,1262974.014509999891743,208416.487049999996088,32924,13,62101,DLRD,COTTAGE PL SW AND SW ALASKA ST,0,"(47.56108573300003, -122.36215979599996)", ,NONE
1366698,4872,1284157.110589999938384,255575.13823000001139,37844,13,235352,NE,45TH AVE NE AND DEAD END 3,0,"(47.69146907600003, -122.27996900599999)", ,NONE
1366699,17039,1255844.013860000064597,200427.187839999998687,33888,13,68701,SW,SYLVAN LN SW AND DEAD END,0,"(47.53879566000006, -122.39037730399997)", ,NONE
1366700,4488,1278877.567289999919012,257226.28114999999525,37646,13,234306,NE,25TH AVE NE AND NE 92ND ST,0,"(47.69572075200006, -122.30152997399995)", ,NONE
1366701,18267,1271710.152239999966696,194081.852030000009108,35194,13,78710,GRDWM,7TH AVE S AND S DIRECTOR W ST,0,"(47.52226510200006, -122.32565737999994)", ,NONE
1366702,18206,1265284.036400000099093,194416.996220000000903,35036,13,77708,DLRD,13TH AVE SW AND SW HENDERSON ST,2,"(47.52283913600007, -122.35168688099998)", ,NONE
1366703,15794,1285736.972099999897182,206222.82638000001316,33459,13,66148,SE,51ST AVE S AND S PEARL ST,0,"(47.55627516200008, -122.26981500599999)", ,NONE
1366704,5751,1253990.961439999984577,251776.016819999989821,23828,13,1314,BLRD,35TH AVE NW AND NW 70TH ST,0,"(47.679435718000036, -122.40211530699997)", ,NONE
1366705,9172,1258382.807590000098571,239035.809189999999944,27576,13,27111,MGNL-QA,21ST AVE W AND THORNDYKE AVE W,2,"(47.644759744000055, -122.38324893199996)", ,NONE
1366706,16881,1282476.458300000056624,201239.498629999987315,34532,13,73521,SE,40TH AVE S AND S HOLLY ST,0,"(47.54244822600003, -122.28263718999995)", ,NONE
1366707,3790,1260230.765609999885783,260601.74431999999797,36888,13,230114,BLRD,VALMAY AVE NW AND NW GREENBRIER WAY,0,"(47.70397230100008, -122.37750912399997)", ,NONE
1366708,4426,1269272.280109999934211,257506.419900000008056,37336,13,232320,NW,N 92ND ST AND DEAD END,0,"(47.69597957800005, -122.34054911599998)", ,NONE
1366709,15058,1255598.614820000017062,209906.542729999986477,31986,13,54719,SW,47TH AVE SW AND SW GENESEE ST,3,"(47.56476429000003, -122.39214789799996)", ,NONE
1366710,9328,1265619.243819999974221,238337.120170000009239,28073,13,29542,MGNL-QA,2ND AVE N AND RAYE ST,0,"(47.64324041300006, -122.35384234499998)", ,NONE
1366711,2881,1269704.544560000067577,267432.545220000029076,35763,13,219310,NW,ASHWORTH AVE N AND N 130TH ST,1,"(47.723209834000045, -122.33958301399997)", ,NONE
1366712,17912,1271714.313270000042394,195927.249019999988377,35155,13,78515,GRDWM,S SULLIVAN ST AND DEAD END 2,0,"(47.527323512000066, -122.32578537699999)", ,NONE
1366713,5182,1280438.248760000104085,254157.152949999988778,24626,13,6121,NE,31ST AVE NE AND NE 81ST ST,0,"(47.68738975700006, -122.29495694199994)", ,NONE
1366714,14566,1272434.773559999885038,211994.957200000004377,32353,13,57616,GRDWM,S SPOKANE ST AND S SPOKANE CR ST,2,"(47.57140300800006, -122.32412957599996)", ,NONE
1366715,18685,1286559.759430000092834,191814.543479999992996,35475,13,81743,SE,54TH AVE S AND S ROXBURY W ST,3,"(47.51682387000005, -122.26539763999995)", ,NONE
1366716,18430,1262929.663020000094548,193133.978999999992084,34895,13,76340,DLRD,KELSEY LN SW AND SW CAMBRIDGE ST,0,"(47.51919471000008, -122.36111065699998)", ,NONE
1366717,4833,1286257.34175999998115,255719.22630000000936,37836,13,235340,NE,54TH AVE NE AND NE 86TH ST,0,"(47.69197193100007, -122.27145368299995)", ,NONE
1366718,6809,1286482.110529999947175,247979.360950000002049,26119,13,16136,NE,SAND POINT WAY NE AND NE 58TH ST,1,"(47.67076842900008, -122.26995453999996)", ,NONE
1366719,3408,1277362.105909999925643,263240.532160000002477,36739,13,227706,N,19TH AVE NE AND NE 115TH E ST,0,"(47.712126253000065, -122.30815070599999)", ,NONE
1366720,3768,1273614.764080000109971,260696.717249999986961,36524,13,226360,N,5TH AVE NE AND NE 105TH ST,2,"(47.70495586000004, -122.32316952299999)", ,NONE
1366721,3453,1275228.633399999933317,262889.074109999986831,36489,13,226319,N-NW,PINEHURST WAY NE AND NE 114TH S ST,1,"(47.71105050600005, -122.31678774099998)", ,NONE
1366722,10113,1282775.511359999887645,235290.248610000009649,28522,13,32723,E,38TH AVE E AND E HOWE ST,0,"(47.63579690800003, -122.28402529099998)", ,NONE
1366723,10964,1275651.826489999890327,231284.419229999999516,28990,13,36302,E,15TH AVE E AND E MERCER N ST,2,"(47.62444521400005, -122.31260159099998)", ,NONE
1366724,6069,1267480.718640000093728,250573.194420000014361,24358,13,4747,NW,LINDEN AVE N AND WOODLAND N PL N,2,"(47.67687952000006, -122.34726893999999)", ,NONE
1366725,19776,1291146.195779999950901,186266.077549999987241,38429,13,317509,SE,69TH PL S AND 71ST PL S,0,"(47.50184781400003, -122.24642818999996)", ,NONE
1366726,3548,1261870.147369999904186,262145.545920000004116,36303,13,224710,BLRD,12TH AVE NW AND NW NORCROSS WAY,0,"(47.708293739000055, -122.37097760099999)", ,NONE
1366727,3417,1279281.564990000100806,263176.835269999981392,36656,13,227309,N,26TH AVE NE AND NE 115TH ST,0,"(47.712052234000055, -122.30035035099996)", ,NONE
1366728,12879,1280325.779769999906421,219828.575639999995474,30665,13,45341,CNTRL,31ST AVE S AND S NORMAN ST,3,"(47.593289499000036, -122.29277046199996)", ,NONE
1366729,5326,1263582.065189999993891,253516.275900000007823,24067,13,3125,NW,6TH AVE NW AND NW 77TH ST,0,"(47.68473498800006, -122.36332889799996)", ,NONE
1366730,10659,1265452.95773999998346,232776.019869999989169,28864,13,35557,MGNL-QA,WARD ST AND WARREN AVE N,0,"(47.62798869300008, -122.354071009)", ,NONE
1366731,10889,1275412.533809999935329,231589.616030000004685,28991,13,36303,E,MALDEN AVE E AND E ROY ST,0,"(47.62526913900007, -122.31359558399998)", ,NONE
1366732,2386,1266471.981870000017807,271480.172750000027008,35776,13,219505,NW,DAYTON AVE N AND N 145TH ST,1,"(47.73412995000007, -122.353038648)", ,NONE
1366733,19026,1287393.21222999994643,189952.819569999992382,337244,13,306652,SE,RENTON AVE S AND S COOPER ST,2,"(47.51176331600004, -122.26188557299997)", ,NONE
1366734,18154,1274365.894970000023022,194624.108160000003409,35119,13,78304,GRDWM,14TH AVE S AND S CONCORD ST,1,"(47.52389208500006, -122.31495328899996)", ,NONE
1366735,4694,1256988.764710000017658,256314.264250000007451,37076,13,230767,BLRD,26TH AVE NW AND NW 87TH ST,0,"(47.69204157300004, -122.39032108899994)", ,NONE
1366736,8542,1256071.706659999908879,242151.597999999998137,26553,13,20704,MGNL-QA,28TH AVE W AND W TILDEN ST,3,"(47.653171902000054, -122.39287866899997)", ,NONE
1366737,5472,1266255.612209999933839,252937.436339999985648,24307,13,4546,NW,DAYTON AVE N AND N 75TH ST,0,"(47.68329361100007, -122.35243040699999)", ,NONE
1366738,3460,1264381.025579999899492,262869.52646999998251,36250,13,224317,NW,3RD AVE NW AND NW 112TH ST,2,"(47.71041519800008, -122.36083954199995)", ,NONE
1366739,18527,1287217.510209999978542,192596.007030000007944,35467,13,81735,SE,56TH AVE S AND S FLETCHER ST,0,"(47.51899939900005, -122.26279506299994)", ,NONE
1366740,8137,1272128.636209999909624,243487.261100000003353,27222,13,23544,LKUN,1ST AVE NE AND NE 42ND E ST,0,"(47.65770630000003, -122.32784690799997)", ,NONE
